year,period,area,adjusted,laborforce,employment,unemployment,unemploymentrate,preliminary,fips,longitude,latitude
2009,March,Jerome County,Yes,10133,9580,553,5.4,No,16053,-114.32879,42.71282
2009,April,Jerome County,Yes,10332,9767,565,5.4,No,16053,-114.32879,42.71282
2009,February,Jerome County,Yes,10485,9936,549,5.2,No,16053,-114.32879,42.71282
2009,January,Jerome County,Yes,10509,9977,532,5,No,16053,-114.32879,42.71282
1998,March,Jerome County,Yes,8994,8546,447,4.9,No,16053,-114.32879,42.71282
2003,August,Jerome County,Yes,9409,8944,465,4.9,No,16053,-114.32879,42.71282
2003,September,Jerome County,Yes,9360,8898,461,4.9,No,16053,-114.32879,42.71282
2008,October,Jerome County,Yes,10058,9572,486,4.8,No,16053,-114.32879,42.71282
1997,October,Jerome County,Yes,8731,8310,421,4.8,No,16053,-114.32879,42.71282
2008,December,Jerome County,Yes,10083,9592,490,4.8,No,16053,-114.32879,42.71282
1997,December,Jerome County,Yes,8793,8365,427,4.8,No,16053,-114.32879,42.71282
2008,November,Jerome County,Yes,10068,9589,478,4.7,No,16053,-114.32879,42.71282
1999,January,Jerome County,Yes,9072,8648,424,4.6,No,16053,-114.32879,42.71282
2004,January,Jerome County,Yes,9630,9180,449,4.6,No,16053,-114.32879,42.71282
2004,February,Jerome County,Yes,9697,9249,448,4.6,No,16053,-114.32879,42.71282
1997,February,Jerome County,Yes,8657,8252,405,4.6,No,16053,-114.32879,42.71282
2004,March,Jerome County,Yes,9717,9266,451,4.6,No,16053,-114.32879,42.71282
2000,May,Jerome County,Yes,9126,8703,423,4.6,No,16053,-114.32879,42.71282
2000,June,Jerome County,Yes,9164,8738,425,4.6,No,16053,-114.32879,42.71282
1998,August,Jerome County,Yes,8983,8568,414,4.6,No,16053,-114.32879,42.71282
1997,November,Jerome County,Yes,8791,8378,412,4.6,No,16053,-114.32879,42.71282
1997,January,Jerome County,Yes,8620,8230,390,4.5,No,16053,-114.32879,42.71282
1998,January,Jerome County,Yes,8924,8516,407,4.5,No,16053,-114.32879,42.71282
1998,February,Jerome County,Yes,8967,8561,406,4.5,No,16053,-114.32879,42.71282
1998,April,Jerome County,Yes,9004,8595,408,4.5,No,16053,-114.32879,42.71282
1999,May,Jerome County,Yes,8884,8481,403,4.5,No,16053,-114.32879,42.71282
1997,August,Jerome County,Yes,8692,8299,393,4.5,No,16053,-114.32879,42.71282
1997,September,Jerome County,Yes,8710,8317,393,4.5,No,16053,-114.32879,42.71282
1998,September,Jerome County,Yes,9060,8647,413,4.5,No,16053,-114.32879,42.71282
2008,September,Jerome County,Yes,9990,9540,450,4.5,No,16053,-114.32879,42.71282
1998,October,Jerome County,Yes,9030,8621,409,4.5,No,16053,-114.32879,42.71282
2003,November,Jerome County,Yes,9478,9043,434,4.5,No,16053,-114.32879,42.71282
2003,December,Jerome County,Yes,9535,9100,435,4.5,No,16053,-114.32879,42.71282
2002,March,Jerome County,Yes,9409,8993,415,4.4,No,16053,-114.32879,42.71282
2000,April,Jerome County,Yes,9096,8689,407,4.4,No,16053,-114.32879,42.71282
1997,April,Jerome County,Yes,8792,8404,387,4.4,No,16053,-114.32879,42.71282
1997,May,Jerome County,Yes,8741,8353,388,4.4,No,16053,-114.32879,42.71282
2002,June,Jerome County,Yes,9489,9071,417,4.4,No,16053,-114.32879,42.71282
1997,June,Jerome County,Yes,8705,8321,383,4.4,No,16053,-114.32879,42.71282
2000,July,Jerome County,Yes,9089,8681,407,4.4,No,16053,-114.32879,42.71282
1999,August,Jerome County,Yes,8925,8527,398,4.4,No,16053,-114.32879,42.71282
2003,October,Jerome County,Yes,9407,8985,422,4.4,No,16053,-114.32879,42.71282
1998,November,Jerome County,Yes,9101,8698,402,4.4,No,16053,-114.32879,42.71282
1998,December,Jerome County,Yes,9144,8740,403,4.4,No,16053,-114.32879,42.71282
2002,January,Jerome County,Yes,9337,8934,402,4.3,No,16053,-114.32879,42.71282
2000,February,Jerome County,Yes,9204,8808,396,4.3,No,16053,-114.32879,42.71282
1997,March,Jerome County,Yes,8672,8295,376,4.3,No,16053,-114.32879,42.71282
1999,April,Jerome County,Yes,8934,8548,386,4.3,No,16053,-114.32879,42.71282
1998,May,Jerome County,Yes,8945,8558,386,4.3,No,16053,-114.32879,42.71282
2004,June,Jerome County,Yes,9639,9224,415,4.3,No,16053,-114.32879,42.71282
1998,June,Jerome County,Yes,8951,8562,388,4.3,No,16053,-114.32879,42.71282
1997,July,Jerome County,Yes,8626,8252,373,4.3,No,16053,-114.32879,42.71282
1998,July,Jerome County,Yes,8899,8508,390,4.3,No,16053,-114.32879,42.71282
1999,July,Jerome County,Yes,8892,8506,385,4.3,No,16053,-114.32879,42.71282
2004,July,Jerome County,Yes,9735,9316,419,4.3,No,16053,-114.32879,42.71282
2001,October,Jerome County,Yes,9340,8934,406,4.3,No,16053,-114.32879,42.71282
2000,December,Jerome County,Yes,9222,8821,401,4.3,No,16053,-114.32879,42.71282
2003,January,Jerome County,Yes,9522,9116,405,4.2,No,16053,-114.32879,42.71282
2003,February,Jerome County,Yes,9625,9213,411,4.2,No,16053,-114.32879,42.71282
2002,February,Jerome County,Yes,9362,8967,394,4.2,No,16053,-114.32879,42.71282
1999,February,Jerome County,Yes,9017,8637,379,4.2,No,16053,-114.32879,42.71282
1999,March,Jerome County,Yes,9042,8655,387,4.2,No,16053,-114.32879,42.71282
2000,March,Jerome County,Yes,9182,8792,389,4.2,No,16053,-114.32879,42.71282
2004,April,Jerome County,Yes,9663,9249,414,4.2,No,16053,-114.32879,42.71282
2003,April,Jerome County,Yes,9562,9156,406,4.2,No,16053,-114.32879,42.71282
2002,April,Jerome County,Yes,9510,9103,406,4.2,No,16053,-114.32879,42.71282
2004,May,Jerome County,Yes,9615,9203,411,4.2,No,16053,-114.32879,42.71282
2003,July,Jerome County,Yes,9375,8975,400,4.2,No,16053,-114.32879,42.71282
2002,October,Jerome County,Yes,9670,9255,415,4.2,No,16053,-114.32879,42.71282
2000,October,Jerome County,Yes,9149,8758,391,4.2,No,16053,-114.32879,42.71282
2000,November,Jerome County,Yes,9141,8755,386,4.2,No,16053,-114.32879,42.71282
2002,November,Jerome County,Yes,9799,9379,420,4.2,No,16053,-114.32879,42.71282
2000,January,Jerome County,Yes,9203,8820,382,4.1,No,16053,-114.32879,42.71282
2001,February,Jerome County,Yes,9154,8774,380,4.1,No,16053,-114.32879,42.71282
1999,June,Jerome County,Yes,8835,8469,366,4.1,No,16053,-114.32879,42.71282
1999,September,Jerome County,Yes,8928,8557,371,4.1,No,16053,-114.32879,42.71282
2000,September,Jerome County,Yes,9137,8754,383,4.1,No,16053,-114.32879,42.71282
2002,September,Jerome County,Yes,9653,9249,404,4.1,No,16053,-114.32879,42.71282
2001,December,Jerome County,Yes,9327,8939,388,4.1,No,16053,-114.32879,42.71282
2003,March,Jerome County,Yes,9604,9218,385,4,No,16053,-114.32879,42.71282
2002,May,Jerome County,Yes,9471,9083,388,4,No,16053,-114.32879,42.71282
2003,May,Jerome County,Yes,9518,9136,381,4,No,16053,-114.32879,42.71282
2003,June,Jerome County,Yes,9476,9088,388,4,No,16053,-114.32879,42.71282
2008,August,Jerome County,Yes,9968,9563,404,4,No,16053,-114.32879,42.71282
2000,August,Jerome County,Yes,9141,8770,371,4,No,16053,-114.32879,42.71282
2001,September,Jerome County,Yes,9332,8954,378,4,No,16053,-114.32879,42.71282
2001,November,Jerome County,Yes,9324,8950,373,4,No,16053,-114.32879,42.71282
1999,December,Jerome County,Yes,8967,8602,365,4,No,16053,-114.32879,42.71282
2001,March,Jerome County,Yes,9218,8853,365,3.9,No,16053,-114.32879,42.71282
2001,July,Jerome County,Yes,9320,8952,367,3.9,No,16053,-114.32879,42.71282
2004,August,Jerome County,Yes,9724,9344,380,3.9,No,16053,-114.32879,42.71282
2002,August,Jerome County,Yes,9641,9256,384,3.9,No,16053,-114.32879,42.71282
2004,September,Jerome County,Yes,9748,9360,387,3.9,No,16053,-114.32879,42.71282
2004,October,Jerome County,Yes,9771,9388,383,3.9,No,16053,-114.32879,42.71282
1999,October,Jerome County,Yes,8989,8634,355,3.9,No,16053,-114.32879,42.71282
1999,November,Jerome County,Yes,9008,8655,353,3.9,No,16053,-114.32879,42.71282
2004,November,Jerome County,Yes,9768,9381,386,3.9,No,16053,-114.32879,42.71282
2002,December,Jerome County,Yes,9847,9462,385,3.9,No,16053,-114.32879,42.71282
2001,January,Jerome County,Yes,9157,8801,356,3.8,No,16053,-114.32879,42.71282
2001,April,Jerome County,Yes,9280,8922,358,3.8,No,16053,-114.32879,42.71282
2001,May,Jerome County,Yes,9312,8950,362,3.8,No,16053,-114.32879,42.71282
2005,May,Jerome County,Yes,9893,9516,376,3.8,No,16053,-114.32879,42.71282
2008,June,Jerome County,Yes,9960,9578,381,3.8,No,16053,-114.32879,42.71282
2001,June,Jerome County,Yes,9295,8938,357,3.8,No,16053,-114.32879,42.71282
2002,July,Jerome County,Yes,9547,9177,370,3.8,No,16053,-114.32879,42.71282
2004,December,Jerome County,Yes,9810,9428,382,3.8,No,16053,-114.32879,42.71282
2008,April,Jerome County,Yes,9976,9607,369,3.7,No,16053,-114.32879,42.71282
2008,May,Jerome County,Yes,9940,9567,372,3.7,No,16053,-114.32879,42.71282
2008,July,Jerome County,Yes,9935,9559,375,3.7,No,16053,-114.32879,42.71282
2001,August,Jerome County,Yes,9310,8963,347,3.7,No,16053,-114.32879,42.71282
2005,January,Jerome County,Yes,9559,9213,346,3.6,No,16053,-114.32879,42.71282
2005,February,Jerome County,Yes,9689,9345,343,3.5,No,16053,-114.32879,42.71282
2005,March,Jerome County,Yes,9761,9413,348,3.5,No,16053,-114.32879,42.71282
2005,April,Jerome County,Yes,9807,9456,351,3.5,No,16053,-114.32879,42.71282
2005,June,Jerome County,Yes,9858,9509,349,3.5,No,16053,-114.32879,42.71282
2005,July,Jerome County,Yes,9841,9503,338,3.4,No,16053,-114.32879,42.71282
2005,August,Jerome County,Yes,9944,9600,343,3.4,No,16053,-114.32879,42.71282
2008,March,Jerome County,Yes,10099,9772,327,3.2,No,16053,-114.32879,42.71282
2005,September,Jerome County,Yes,9891,9571,320,3.2,No,16053,-114.32879,42.71282
2005,October,Jerome County,Yes,9850,9526,323,3.2,No,16053,-114.32879,42.71282
2008,February,Jerome County,Yes,10099,9783,316,3.1,No,16053,-114.32879,42.71282
2005,November,Jerome County,Yes,9867,9561,306,3.1,No,16053,-114.32879,42.71282
2006,January,Jerome County,Yes,10001,9697,304,3,No,16053,-114.32879,42.71282
2008,January,Jerome County,Yes,10061,9758,303,3,No,16053,-114.32879,42.71282
2006,February,Jerome County,Yes,10038,9738,299,2.9,No,16053,-114.32879,42.71282
2006,March,Jerome County,Yes,10051,9751,300,2.9,No,16053,-114.32879,42.71282
2006,April,Jerome County,Yes,10068,9772,295,2.9,No,16053,-114.32879,42.71282
2006,May,Jerome County,Yes,10123,9821,301,2.9,No,16053,-114.32879,42.71282
2006,June,Jerome County,Yes,10149,9849,300,2.9,No,16053,-114.32879,42.71282
2005,December,Jerome County,Yes,9880,9587,292,2.9,No,16053,-114.32879,42.71282
2006,July,Jerome County,Yes,10143,9856,286,2.8,No,16053,-114.32879,42.71282
2007,July,Jerome County,Yes,9822,9541,280,2.8,No,16053,-114.32879,42.71282
2006,August,Jerome County,Yes,10139,9850,289,2.8,No,16053,-114.32879,42.71282
2007,December,Jerome County,Yes,9912,9632,279,2.8,No,16053,-114.32879,42.71282
2007,May,Jerome County,Yes,9826,9555,270,2.7,No,16053,-114.32879,42.71282
2007,June,Jerome County,Yes,9815,9544,271,2.7,No,16053,-114.32879,42.71282
2007,September,Jerome County,Yes,9809,9539,269,2.7,No,16053,-114.32879,42.71282
2007,November,Jerome County,Yes,9832,9564,267,2.7,No,16053,-114.32879,42.71282
2007,August,Jerome County,Yes,9786,9530,255,2.6,No,16053,-114.32879,42.71282
2006,September,Jerome County,Yes,10115,9842,272,2.6,No,16053,-114.32879,42.71282
2007,October,Jerome County,Yes,9798,9539,258,2.6,No,16053,-114.32879,42.71282
2006,October,Jerome County,Yes,10176,9904,272,2.6,No,16053,-114.32879,42.71282
2006,December,Jerome County,Yes,10101,9834,267,2.6,No,16053,-114.32879,42.71282
2007,January,Jerome County,Yes,9749,9499,249,2.5,No,16053,-114.32879,42.71282
2007,February,Jerome County,Yes,9766,9521,245,2.5,No,16053,-114.32879,42.71282
2007,March,Jerome County,Yes,9820,9566,253,2.5,No,16053,-114.32879,42.71282
2007,April,Jerome County,Yes,9837,9589,248,2.5,No,16053,-114.32879,42.71282
2006,November,Jerome County,Yes,10101,9839,262,2.5,No,16053,-114.32879,42.71282
2011,July,Kootenai County,Yes,69794,61554,8239,11.8,No,16055,-116.62221,47.75684
2011,June,Kootenai County,Yes,71414,63049,8365,11.7,No,16055,-116.62221,47.75684
2011,August,Kootenai County,Yes,69743,61579,8164,11.7,No,16055,-116.62221,47.75684
2010,August,Kootenai County,Yes,71069,62737,8332,11.7,No,16055,-116.62221,47.75684
2010,September,Kootenai County,Yes,71117,62827,8290,11.6,No,16055,-116.62221,47.75684
2010,October,Kootenai County,Yes,71733,63406,8327,11.6,No,16055,-116.62221,47.75684
2010,July,Kootenai County,Yes,71360,63106,8253,11.5,No,16055,-116.62221,47.75684
2010,November,Kootenai County,Yes,71710,63445,8264,11.5,No,16055,-116.62221,47.75684
2011,May,Kootenai County,Yes,71832,63584,8248,11.4,No,16055,-116.62221,47.75684
2010,June,Kootenai County,Yes,72166,63937,8228,11.4,No,16055,-116.62221,47.75684
2010,December,Kootenai County,Yes,71883,63741,8141,11.3,No,16055,-116.62221,47.75684
2011,March,Kootenai County,Yes,73040,64907,8132,11.1,No,16055,-116.62221,47.75684
2011,April,Kootenai County,Yes,72888,64749,8139,11.1,No,16055,-116.62221,47.75684
2011,September,Kootenai County,Yes,70195,62392,7802,11.1,No,16055,-116.62221,47.75684
2010,May,Kootenai County,Yes,72021,64063,7958,11,No,16055,-116.62221,47.75684
2011,January,Kootenai County,Yes,72928,65082,7846,10.7,No,16055,-116.62221,47.75684
2011,February,Kootenai County,Yes,73213,65376,7837,10.7,No,16055,-116.62221,47.75684
2011,October,Kootenai County,Yes,70553,63083,7469,10.5,No,16055,-116.62221,47.75684
2010,March,Kootenai County,Yes,71132,63696,7435,10.4,No,16055,-116.62221,47.75684
2009,November,Kootenai County,Yes,70959,63627,7331,10.3,No,16055,-116.62221,47.75684
2009,October,Kootenai County,Yes,70888,63660,7228,10.1,No,16055,-116.62221,47.75684
2009,December,Kootenai County,Yes,70900,63686,7214,10.1,No,16055,-116.62221,47.75684
2010,February,Kootenai County,Yes,70961,63857,7104,10,No,16055,-116.62221,47.75684
2009,September,Kootenai County,Yes,70313,63320,6993,9.9,No,16055,-116.62221,47.75684
2010,January,Kootenai County,Yes,70670,63723,6947,9.8,No,16055,-116.62221,47.75684
2010,April,Kootenai County,Yes,71547,64496,7050,9.8,No,16055,-116.62221,47.75684
2009,August,Kootenai County,Yes,70555,63600,6955,9.8,No,16055,-116.62221,47.75684
2009,July,Kootenai County,Yes,70351,63768,6583,9.3,No,16055,-116.62221,47.75684
2009,June,Kootenai County,Yes,69875,63647,6227,8.9,No,16055,-116.62221,47.75684
1997,April,Kootenai County,Yes,53765,49187,4578,8.5,No,16055,-116.62221,47.75684
1997,January,Kootenai County,Yes,53697,49217,4479,8.3,No,16055,-116.62221,47.75684
1997,February,Kootenai County,Yes,53743,49255,4488,8.3,No,16055,-116.62221,47.75684
1997,March,Kootenai County,Yes,53503,49054,4449,8.3,No,16055,-116.62221,47.75684
1999,April,Kootenai County,Yes,55559,50918,4640,8.3,No,16055,-116.62221,47.75684
2009,May,Kootenai County,Yes,70009,64149,5860,8.3,No,16055,-116.62221,47.75684
1999,March,Kootenai County,Yes,55879,51376,4503,8,No,16055,-116.62221,47.75684
2009,April,Kootenai County,Yes,70143,64499,5644,8,No,16055,-116.62221,47.75684
1998,May,Kootenai County,Yes,55403,50937,4465,8,No,16055,-116.62221,47.75684
1997,June,Kootenai County,Yes,53809,49485,4323,8,No,16055,-116.62221,47.75684
1998,July,Kootenai County,Yes,55653,51179,4474,8,No,16055,-116.62221,47.75684
1998,August,Kootenai County,Yes,55557,51108,4449,8,No,16055,-116.62221,47.75684
1998,January,Kootenai County,Yes,54642,50324,4317,7.9,No,16055,-116.62221,47.75684
1999,February,Kootenai County,Yes,56043,51582,4461,7.9,No,16055,-116.62221,47.75684
1999,June,Kootenai County,Yes,55741,51290,4451,7.9,No,16055,-116.62221,47.75684
1997,September,Kootenai County,Yes,54201,49901,4300,7.9,No,16055,-116.62221,47.75684
1997,December,Kootenai County,Yes,54640,50296,4344,7.9,No,16055,-116.62221,47.75684
1998,April,Kootenai County,Yes,54932,50608,4324,7.8,No,16055,-116.62221,47.75684
1999,July,Kootenai County,Yes,55597,51243,4354,7.8,No,16055,-116.62221,47.75684
1998,September,Kootenai County,Yes,55393,51067,4325,7.8,No,16055,-116.62221,47.75684
1997,November,Kootenai County,Yes,54391,50118,4273,7.8,No,16055,-116.62221,47.75684
1998,February,Kootenai County,Yes,54481,50264,4216,7.7,No,16055,-116.62221,47.75684
2009,March,Kootenai County,Yes,70590,65098,5491,7.7,No,16055,-116.62221,47.75684
1997,May,Kootenai County,Yes,53669,49485,4184,7.7,No,16055,-116.62221,47.75684
1998,June,Kootenai County,Yes,55169,50875,4293,7.7,No,16055,-116.62221,47.75684
1998,October,Kootenai County,Yes,55340,51064,4275,7.7,No,16055,-116.62221,47.75684
1998,March,Kootenai County,Yes,54841,50657,4183,7.6,No,16055,-116.62221,47.75684
1997,July,Kootenai County,Yes,53757,49632,4125,7.6,No,16055,-116.62221,47.75684
1997,August,Kootenai County,Yes,54033,49876,4157,7.6,No,16055,-116.62221,47.75684
1997,October,Kootenai County,Yes,54222,50098,4123,7.6,No,16055,-116.62221,47.75684
1999,January,Kootenai County,Yes,56392,52110,4282,7.5,No,16055,-116.62221,47.75684
1999,May,Kootenai County,Yes,55367,51190,4177,7.5,No,16055,-116.62221,47.75684
2009,January,Kootenai County,Yes,69708,64488,5219,7.4,No,16055,-116.62221,47.75684
2009,February,Kootenai County,Yes,69888,64703,5185,7.4,No,16055,-116.62221,47.75684
2002,May,Kootenai County,Yes,60237,55764,4473,7.4,No,16055,-116.62221,47.75684
2002,July,Kootenai County,Yes,60262,55768,4493,7.4,No,16055,-116.62221,47.75684
1998,November,Kootenai County,Yes,55169,51034,4134,7.4,No,16055,-116.62221,47.75684
1998,December,Kootenai County,Yes,55492,51357,4135,7.4,No,16055,-116.62221,47.75684
2002,June,Kootenai County,Yes,59997,55632,4365,7.2,No,16055,-116.62221,47.75684
2001,December,Kootenai County,Yes,59863,55531,4332,7.2,No,16055,-116.62221,47.75684
1999,September,Kootenai County,Yes,55744,51775,3969,7.1,No,16055,-116.62221,47.75684
2002,August,Kootenai County,Yes,60161,55900,4260,7,No,16055,-116.62221,47.75684
1999,October,Kootenai County,Yes,55770,51815,3954,7,No,16055,-116.62221,47.75684
2000,November,Kootenai County,Yes,57403,53378,4024,7,No,16055,-116.62221,47.75684
2008,December,Kootenai County,Yes,70936,65916,5020,7,No,16055,-116.62221,47.75684
2001,January,Kootenai County,Yes,57819,53813,4006,6.9,No,16055,-116.62221,47.75684
2001,February,Kootenai County,Yes,57966,53940,4025,6.9,No,16055,-116.62221,47.75684
2001,March,Kootenai County,Yes,58317,54259,4058,6.9,No,16055,-116.62221,47.75684
2002,April,Kootenai County,Yes,59716,55545,4170,6.9,No,16055,-116.62221,47.75684
2002,October,Kootenai County,Yes,59979,55834,4144,6.9,No,16055,-116.62221,47.75684
2008,November,Kootenai County,Yes,71206,66273,4932,6.9,No,16055,-116.62221,47.75684
2003,January,Kootenai County,Yes,60830,56641,4189,6.8,No,16055,-116.62221,47.75684
2000,August,Kootenai County,Yes,56177,52337,3840,6.8,No,16055,-116.62221,47.75684
1999,August,Kootenai County,Yes,55290,51495,3794,6.8,No,16055,-116.62221,47.75684
2002,September,Kootenai County,Yes,59911,55819,4091,6.8,No,16055,-116.62221,47.75684
2002,February,Kootenai County,Yes,60069,56030,4039,6.7,No,16055,-116.62221,47.75684
2002,March,Kootenai County,Yes,59993,55933,4059,6.7,No,16055,-116.62221,47.75684
2001,April,Kootenai County,Yes,58714,54728,3986,6.7,No,16055,-116.62221,47.75684
2001,May,Kootenai County,Yes,58998,55005,3993,6.7,No,16055,-116.62221,47.75684
2001,November,Kootenai County,Yes,59929,55874,4054,6.7,No,16055,-116.62221,47.75684
2002,December,Kootenai County,Yes,60098,56013,4085,6.7,No,16055,-116.62221,47.75684
2001,June,Kootenai County,Yes,58960,55022,3938,6.6,No,16055,-116.62221,47.75684
2001,July,Kootenai County,Yes,59366,55392,3974,6.6,No,16055,-116.62221,47.75684
2000,September,Kootenai County,Yes,56745,52960,3784,6.6,No,16055,-116.62221,47.75684
1999,November,Kootenai County,Yes,55825,52105,3719,6.6,No,16055,-116.62221,47.75684
2002,November,Kootenai County,Yes,60233,56220,4012,6.6,No,16055,-116.62221,47.75684
2000,December,Kootenai County,Yes,57642,53781,3861,6.6,No,16055,-116.62221,47.75684
2002,January,Kootenai County,Yes,59896,55959,3937,6.5,No,16055,-116.62221,47.75684
2003,June,Kootenai County,Yes,60933,56928,4005,6.5,No,16055,-116.62221,47.75684
2008,October,Kootenai County,Yes,71226,66542,4684,6.5,No,16055,-116.62221,47.75684
2001,October,Kootenai County,Yes,59725,55801,3923,6.5,No,16055,-116.62221,47.75684
2000,October,Kootenai County,Yes,56841,53132,3708,6.5,No,16055,-116.62221,47.75684
1999,December,Kootenai County,Yes,56375,52656,3719,6.5,No,16055,-116.62221,47.75684
2003,February,Kootenai County,Yes,60878,56944,3934,6.4,No,16055,-116.62221,47.75684
2003,March,Kootenai County,Yes,60842,56976,3866,6.3,No,16055,-116.62221,47.75684
2003,April,Kootenai County,Yes,61044,57159,3885,6.3,No,16055,-116.62221,47.75684
2003,May,Kootenai County,Yes,60820,56963,3856,6.3,No,16055,-116.62221,47.75684
2003,August,Kootenai County,Yes,61308,57422,3886,6.3,No,16055,-116.62221,47.75684
2001,August,Kootenai County,Yes,59410,55631,3779,6.3,No,16055,-116.62221,47.75684
2001,September,Kootenai County,Yes,59769,55983,3785,6.3,No,16055,-116.62221,47.75684
2003,September,Kootenai County,Yes,61331,57453,3878,6.3,No,16055,-116.62221,47.75684
2003,July,Kootenai County,Yes,61000,57193,3806,6.2,No,16055,-116.62221,47.75684
2000,July,Kootenai County,Yes,55968,52523,3445,6.1,No,16055,-116.62221,47.75684
2008,September,Kootenai County,Yes,71814,67375,4438,6.1,No,16055,-116.62221,47.75684
2003,October,Kootenai County,Yes,61831,58035,3795,6.1,No,16055,-116.62221,47.75684
2000,February,Kootenai County,Yes,56009,52632,3377,6,No,16055,-116.62221,47.75684
2000,March,Kootenai County,Yes,56061,52691,3370,6,No,16055,-116.62221,47.75684
2000,May,Kootenai County,Yes,56190,52767,3422,6,No,16055,-116.62221,47.75684
2008,August,Kootenai County,Yes,71818,67479,4338,6,No,16055,-116.62221,47.75684
2000,January,Kootenai County,Yes,55608,52296,3311,5.9,No,16055,-116.62221,47.75684
2004,January,Kootenai County,Yes,61616,57947,3669,5.9,No,16055,-116.62221,47.75684
2004,February,Kootenai County,Yes,61838,58145,3692,5.9,No,16055,-116.62221,47.75684
2000,April,Kootenai County,Yes,56154,52832,3321,5.9,No,16055,-116.62221,47.75684
2000,June,Kootenai County,Yes,56099,52772,3327,5.9,No,16055,-116.62221,47.75684
2003,November,Kootenai County,Yes,61839,58167,3671,5.9,No,16055,-116.62221,47.75684
2003,December,Kootenai County,Yes,62191,58513,3677,5.9,No,16055,-116.62221,47.75684
2004,March,Kootenai County,Yes,62328,58671,3657,5.8,No,16055,-116.62221,47.75684
2004,April,Kootenai County,Yes,62502,58890,3611,5.7,No,16055,-116.62221,47.75684
2008,July,Kootenai County,Yes,71515,67460,4055,5.6,No,16055,-116.62221,47.75684
2004,May,Kootenai County,Yes,62771,59299,3471,5.5,No,16055,-116.62221,47.75684
2004,June,Kootenai County,Yes,63289,59811,3478,5.4,No,16055,-116.62221,47.75684
2004,July,Kootenai County,Yes,63038,59619,3418,5.4,No,16055,-116.62221,47.75684
2004,August,Kootenai County,Yes,63169,59799,3370,5.3,No,16055,-116.62221,47.75684
2008,June,Kootenai County,Yes,71019,67353,3665,5.1,No,16055,-116.62221,47.75684
2004,September,Kootenai County,Yes,63588,60311,3276,5.1,No,16055,-116.62221,47.75684
2008,May,Kootenai County,Yes,71109,67593,3516,4.9,No,16055,-116.62221,47.75684
2004,October,Kootenai County,Yes,64209,61030,3178,4.9,No,16055,-116.62221,47.75684
2008,April,Kootenai County,Yes,70810,67382,3428,4.8,No,16055,-116.62221,47.75684
2004,November,Kootenai County,Yes,64544,61404,3139,4.8,No,16055,-116.62221,47.75684
2005,January,Kootenai County,Yes,65043,61976,3066,4.7,No,16055,-116.62221,47.75684
2004,December,Kootenai County,Yes,64922,61897,3024,4.6,No,16055,-116.62221,47.75684
2005,February,Kootenai County,Yes,65714,62804,2910,4.4,No,16055,-116.62221,47.75684
2008,March,Kootenai County,Yes,70625,67462,3163,4.4,No,16055,-116.62221,47.75684
2005,March,Kootenai County,Yes,66023,63173,2849,4.3,No,16055,-116.62221,47.75684
2008,February,Kootenai County,Yes,70809,67792,3017,4.2,No,16055,-116.62221,47.75684
2005,April,Kootenai County,Yes,66112,63286,2825,4.2,No,16055,-116.62221,47.75684
2005,June,Kootenai County,Yes,65844,63052,2792,4.2,No,16055,-116.62221,47.75684
2005,May,Kootenai County,Yes,66080,63325,2755,4.1,No,16055,-116.62221,47.75684
2005,July,Kootenai County,Yes,66320,63567,2752,4.1,No,16055,-116.62221,47.75684
2005,August,Kootenai County,Yes,66365,63599,2766,4.1,No,16055,-116.62221,47.75684
2008,January,Kootenai County,Yes,70681,67799,2881,4,No,16055,-116.62221,47.75684
2005,September,Kootenai County,Yes,66620,63965,2655,3.9,No,16055,-116.62221,47.75684
2005,October,Kootenai County,Yes,66918,64319,2599,3.8,No,16055,-116.62221,47.75684
2005,November,Kootenai County,Yes,67156,64666,2490,3.7,No,16055,-116.62221,47.75684
2005,December,Kootenai County,Yes,67024,64485,2539,3.7,No,16055,-116.62221,47.75684
2006,January,Kootenai County,Yes,67832,65436,2395,3.5,No,16055,-116.62221,47.75684
2006,February,Kootenai County,Yes,67786,65422,2363,3.4,No,16055,-116.62221,47.75684
2006,March,Kootenai County,Yes,67794,65456,2337,3.4,No,16055,-116.62221,47.75684
2007,November,Kootenai County,Yes,69880,67484,2396,3.4,No,16055,-116.62221,47.75684
2007,December,Kootenai County,Yes,69879,67447,2432,3.4,No,16055,-116.62221,47.75684
2006,April,Kootenai County,Yes,67938,65650,2288,3.3,No,16055,-116.62221,47.75684
2006,June,Kootenai County,Yes,68037,65790,2247,3.3,No,16055,-116.62221,47.75684
2006,May,Kootenai County,Yes,67998,65802,2196,3.2,No,16055,-116.62221,47.75684
2007,October,Kootenai County,Yes,69686,67425,2260,3.2,No,16055,-116.62221,47.75684
2006,July,Kootenai County,Yes,67725,65576,2149,3.1,No,16055,-116.62221,47.75684
2007,September,Kootenai County,Yes,69709,67518,2190,3.1,No,16055,-116.62221,47.75684
2006,November,Kootenai County,Yes,67729,65626,2103,3.1,No,16055,-116.62221,47.75684
2006,December,Kootenai County,Yes,68233,66054,2179,3.1,No,16055,-116.62221,47.75684
2007,January,Kootenai County,Yes,69191,67115,2076,3,No,16055,-116.62221,47.75684
2007,June,Kootenai County,Yes,69201,67097,2104,3,No,16055,-116.62221,47.75684
2007,February,Kootenai County,Yes,68803,66760,2042,2.9,No,16055,-116.62221,47.75684
